CARGO;FICHA;PROCESO(S);SUBPROCESOS
FACILITADOR IV;AF-RA-1008;Planeación, Estrategia y Control;Comunicaciones
FACILITADOR III;AF-RA-1009;Planeación, Estrategia y Control;Comunicaciones
FACILITADOR II;AF-RA-1011;Planeación, Estrategia y Control;Comunicaciones
INSPECTOR IV;TP-AD-3001;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR III;TP-AD-3002;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR II;TP-AD-3003;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR I;TP-AD-3004;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR IV;TP-AD-3005;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR III;TP-AD-3006;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR II;TP-AD-3007;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR I;TP-AD-3008;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA V;TP-AD-2009;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA IV;TP-AD-2010;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA III;TP-AD-2011;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA II;TP-AD-2012;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA I;TP-AD-2013;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR IV;TP-AD-1014;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR III;TP-AD-1015;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR II;TP-AD-1016;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR IV;TP-DE-3001;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR III;TP-DE-3002;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR II;TP-DE-3003;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR I;TP-DE-3004;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR IV;TP-DE-3005;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR III;TP-DE-3006;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR II;TP-DE-3007;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
GESTOR I;TP-DE-3008;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA V;TP-DE-2009;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA IV;TP-DE-2010;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA III;TP-DE-2011;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA II;TP-DE-2012;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
ANALISTA I;TP-DE-2013;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR IV;TP-DE-1014;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR III;TP-DE-1015;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR II;TP-DE-1016;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR I;TP-DE-1017;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR IV;AF-RA-1008;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR III;AF-RA-1009;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
FACILITADOR II;AF-RA-1011;"Planeación, estrategia y control; Información, Innovación y tecnología; cumplimiento de obligaciones tributarias; cumplimiento de obligaciones aduaneras y cambiarias";"Gestión del riesgo; Planeación y cumplimiento; Administración del sistema de gestión; Asuntos internacionales; Gobernanza de datos , analítica y estudios económicos; innovación y tecnología"
INSPECTOR IV;TP-AD-3001;"Planeación, estrategia y control; Información, innovación y tecnología";"Planeación y cumplimiento; Administración del sistema de gestión; Gobernanza de datos, analítica y estudios económicos; Innovación y tecnología"
INSPECTOR III;TP-AD-3002;"Planeación, estrategia y control; Información, innovación y tecnología";"Planeación y cumplimiento; Administración del sistema de gestión; Gobernanza de datos, analítica y estudios económicos; Innovación y tecnología"
INSPECTOR II;TP-AD-3003;"Planeación, estrategia y control; Información, innovación y tecnología";"Planeación y cumplimiento; Administración del sistema de gestión; Gobernanza de datos, analítica y estudios económicos; Innovación y tecnología"
INSPECTOR I;TP-AD-3004;"Planeación, estrategia y control; Información, innovación y tecnología";"Planeación y cumplimiento; Administración del sistema de gestión; Gobernanza de datos, analítica y estudios económicos; Innovación y tecnología"
GESTOR IV;TP-AD-3005;"Planeación, estrategia y control; Información, innovación y tecnología";"Planeación y cumplimiento; Administración del sistema de gestión; Gobernanza de datos, analítica y estudios económicos; Innovación y tecnología"
